"File","Type","Size","Timestamp","Classification"
"../../e2e-evidence/development-2-live/screenshots/001-customer-registration.png",".png","20145","2026-08-11T17:57:38.484Z","HISTORICAL EVIDENCE"
"../../e2e-evidence/development-2-live/traces/customer.zip",".zip","416446","2026-08-11T18:03:45.532Z","HISTORICAL EVIDENCE"
"../../e2e-evidence/development-2-live/traces/plumber.zip",".zip","178650","2026-08-11T18:03:45.630Z","HISTORICAL EVIDENCE"
"../../e2e-evidence/development-2-live/traces/store.zip",".zip","256296","2026-08-11T18:03:46.170Z","HISTORICAL EVIDENCE"
"../../hs_err_pid12140.log",".log","66781","2026-08-13T10:37:15.057Z","HISTORICAL EVIDENCE"
"../../hs_err_pid13048.log",".log","59281","2026-08-13T10:38:12.274Z","HISTORICAL EVIDENCE"
"../../hs_err_pid18776.log",".log","68693","2026-08-13T10:12:58.793Z","HISTORICAL EVIDENCE"
"../../hs_err_pid22788.log",".log","70443","2026-08-13T08:31:50.450Z","HISTORICAL EVIDENCE"
"../../hs_err_pid28820.log",".log","69403","2026-08-13T10:12:45.701Z","HISTORICAL EVIDENCE"
"../../hs_err_pid3128.log",".log","62529","2026-08-13T10:37:59.248Z","HISTORICAL EVIDENCE"
"../../hs_err_pid5232.log",".log","66211","2026-08-13T10:37:29.939Z","HISTORICAL EVIDENCE"
"../../opencode.json",".json","721","2026-09-12T12:35:13.380Z","HISTORICAL EVIDENCE"
"../.vscode/settings.json",".json","55","2026-07-25T07:10:22.337Z","HISTORICAL EVIDENCE"
"../artifact_paths.txt",".txt","139685","2026-09-13T17:22:44.016Z","HISTORICAL EVIDENCE"
"admin-portal/AGENTS.md",".md","332","2026-07-25T07:10:22.345Z","HISTORICAL EVIDENCE"
"admin-portal/CLAUDE.md",".md","12","2026-07-25T07:10:22.346Z","HISTORICAL EVIDENCE"
"admin-portal/package-lock.json",".json","312143","2026-08-14T05:48:27.017Z","HISTORICAL EVIDENCE"
"admin-portal/package.json",".json","1173","2026-07-25T07:10:22.357Z","HISTORICAL EVIDENCE"
"admin-portal/README.md",".md","1486","2026-07-25T07:10:22.347Z","HISTORICAL EVIDENCE"
"admin-portal/tsconfig.json",".json","704","2026-07-25T07:10:22.481Z","HISTORICAL EVIDENCE"
"customer-app/app.json",".json","677","2026-08-16T05:46:23.849Z","HISTORICAL EVIDENCE"
"customer-app/assets/adaptive-icon.png",".png","2326","2026-08-16T07:42:15.964Z","HISTORICAL EVIDENCE"
"customer-app/assets/ASSET_MANIFEST.md",".md","6873","2026-08-16T07:35:23.655Z","HISTORICAL EVIDENCE"
"customer-app/assets/favicon.png",".png","155","2026-08-16T07:42:15.990Z","HISTORICAL EVIDENCE"
"customer-app/assets/icon.png",".png","2326","2026-08-16T07:42:15.956Z","HISTORICAL EVIDENCE"
"customer-app/assets/MISSING_ASSETS.md",".md","1417","2026-08-16T07:35:31.194Z","HISTORICAL EVIDENCE"
"customer-app/assets/splash.png",".png","6632","2026-08-16T07:42:15.988Z","HISTORICAL EVIDENCE"
"customer-app/BACKEND_INTEGRATION_MATRIX.md",".md","8715","2026-08-16T07:18:07.277Z","HISTORICAL EVIDENCE"
"customer-app/CUSTOMER_API_TEST_MATRIX.md",".md","4464","2026-08-16T07:18:13.786Z","HISTORICAL EVIDENCE"
"customer-app/CUSTOMER_BACKEND_INTEGRATION_REPORT.md",".md","6891","2026-08-16T07:24:33.612Z","HISTORICAL EVIDENCE"
"customer-app/package-lock.json",".json","319386","2026-08-16T10:11:57.552Z","HISTORICAL EVIDENCE"
"customer-app/package.json",".json","977","2026-08-16T07:45:22.706Z","HISTORICAL EVIDENCE"
"customer-app/tsconfig.json",".json","150","2026-08-16T05:46:19.798Z","HISTORICAL EVIDENCE"
"docs/architecture/FIXKART_ARCHITECTURE.md",".md","26129","2026-08-08T15:36:55.401Z","HISTORICAL EVIDENCE"
"docs/architecture/FIXKART_ARCHITECTURE_SUMMARY.md",".md","5376","2026-08-08T15:37:01.781Z","HISTORICAL EVIDENCE"
"docs/design/DESIGN.md",".md","7190","2026-08-10T16:15:49.265Z","HISTORICAL EVIDENCE"
"docs/operations/CREDENTIAL_ROTATION_RUNBOOK.md",".md","718","2026-08-08T16:12:35.198Z","HISTORICAL EVIDENCE"
"docs/operations/DATABASE_BACKUP_AND_RESTORE.md",".md","1043","2026-08-08T16:20:35.420Z","HISTORICAL EVIDENCE"
"docs/operations/DEPLOYMENT_RUNBOOK.md",".md","1905","2026-08-08T16:20:28.437Z","HISTORICAL EVIDENCE"
"docs/operations/ENVIRONMENT_VARIABLES.md",".md","748","2026-08-08T16:12:40.033Z","HISTORICAL EVIDENCE"
"docs/operations/INCIDENT_RESPONSE_RUNBOOK.md",".md","987","2026-08-08T16:12:30.112Z","HISTORICAL EVIDENCE"
"docs/operations/ROLLBACK_RUNBOOK.md",".md","1102","2026-08-08T16:12:18.553Z","HISTORICAL EVIDENCE"
"docs/testing/mobile-web-environment-audit.md",".md","1307","2026-08-06T17:58:32.517Z","HISTORICAL EVIDENCE"
"docs/ui-redesign/FIXKART_DESIGN_SYSTEM.md",".md","11922","2026-09-12T00:26:49.668Z","HISTORICAL EVIDENCE"
"docs/ui-redesign/FIXKART_SCREEN_INVENTORY.md",".md","6310","2026-09-12T01:18:06.863Z","HISTORICAL EVIDENCE"
"docs/ui-redesign/FIXKART_UI_AUDIT.md",".md","14331","2026-09-12T00:26:07.517Z","HISTORICAL EVIDENCE"
"docs/ui-redesign/FIXKART_UI_REDESIGN_REPORT.md",".md","6994","2026-09-12T01:20:40.199Z","HISTORICAL EVIDENCE"
"docs/ui-redesign/screenshots/plumber/plumber-login-1440.png",".png","23830","2026-09-12T15:25:13.469Z","HISTORICAL EVIDENCE"
"docs/ui-redesign/screenshots/plumber/plumber-login-390.png",".png","18023","2026-09-12T15:25:11.942Z","HISTORICAL EVIDENCE"
"docs/ui-redesign/screenshots/plumber/plumber-login-768.png",".png","22335","2026-09-12T15:25:11.679Z","HISTORICAL EVIDENCE"
"e2e-evidence/development-2-live/EVIDENCE_MANIFEST.md",".md","7088","2026-08-11T17:43:58.353Z","HISTORICAL EVIDENCE"
"e2e-evidence/development-2-live/FIXKART_LIVE_E2E_REPORT.md",".md","3743","2026-08-11T17:43:58.356Z","HISTORICAL EVIDENCE"
"e2e-evidence/development-2-live/logs/console_logs.json",".json","2286","2026-08-11T17:43:57.761Z","HISTORICAL EVIDENCE"
"edge-service/package-lock.json",".json","119310","2026-07-25T07:10:23.782Z","HISTORICAL EVIDENCE"
"edge-service/package.json",".json","1097","2026-07-25T07:10:23.783Z","HISTORICAL EVIDENCE"
"package-lock.json",".json","97","2026-08-13T09:17:09.657Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/annotation_processor_list/debug/javaPreCompileDebug/annotationProcessors.json",".json","2","2026-08-02T13:14:54.925Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/compatible_screen_manifest/debug/createDebugCompatibleScreenManifests/output-metadata.json",".json","200","2026-08-02T13:14:54.815Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/local_only_symbol_list/debug/parseDebugLocalResources/R-def.txt",".txt","518","2026-08-02T13:14:55.224Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/manifest_merge_blame_file/debug/processDebugMainManifest/manifest-merger-blame-debug-report.txt",".txt","56450","2026-08-02T13:25:04.781Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_manifests/debug/processDebugManifest/output-metadata.json",".json","395","2026-08-02T13:25:06.967Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/mergeDebugResources.json",".json","1299237","2026-08-02T13:24:53.100Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-af.json",".json","12308","2026-08-02T13:24:53.113Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-am.json",".json","11352","2026-08-02T13:24:53.731Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-ar.json",".json","12388","2026-08-02T13:24:52.901Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-as.json",".json","10626","2026-08-02T13:24:53.474Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-az.json",".json","11627","2026-08-02T13:24:53.503Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-b+es+419.json",".json","2403","2026-08-02T13:24:52.867Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-b+sr+Latn.json",".json","10719","2026-08-02T13:24:52.903Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-be.json",".json","11585","2026-08-02T13:24:52.889Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-bg.json",".json","12335","2026-08-02T13:24:53.700Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-bn.json",".json","12327","2026-08-02T13:24:53.576Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-bs.json",".json","10638","2026-08-02T13:24:53.120Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-ca.json",".json","10642","2026-08-02T13:24:53.515Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-cs.json",".json","12330","2026-08-02T13:24:53.559Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-da.json",".json","12191","2026-08-02T13:24:53.602Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-de.json",".json","12213","2026-08-02T13:24:52.882Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-el.json",".json","12341","2026-08-02T13:24:53.438Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-en-rAU.json",".json","4091","2026-08-02T13:24:53.461Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-en-rCA.json",".json","4091","2026-08-02T13:24:53.641Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-en-rGB.json",".json","11774","2026-08-02T13:24:53.590Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-en-rIN.json",".json","4091","2026-08-02T13:24:53.666Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-en-rXC.json",".json","4173","2026-08-02T13:24:53.548Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-es-rES.json",".json","1100","2026-08-02T13:24:53.690Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-es-rUS.json",".json","10683","2026-08-02T13:24:53.500Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-es.json",".json","12328","2026-08-02T13:24:53.673Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-et.json",".json","12277","2026-08-02T13:24:53.522Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-eu.json",".json","10631","2026-08-02T13:24:53.419Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-fa.json",".json","12311","2026-08-02T13:24:53.189Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-fi.json",".json","12305","2026-08-02T13:24:53.681Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-fr-rCA.json",".json","12322","2026-08-02T13:24:53.686Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-fr.json",".json","12253","2026-08-02T13:24:53.183Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-gl.json",".json","10640","2026-08-02T13:24:53.433Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-gu.json",".json","12307","2026-08-02T13:24:53.479Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-h320dp-port-v13.json",".json","723","2026-08-02T13:24:53.537Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-h360dp-land-v13.json",".json","844","2026-08-02T13:24:53.702Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-h480dp-land-v13.json",".json","844","2026-08-02T13:24:52.864Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-h480dp-v13.json",".json","748","2026-08-02T13:24:53.707Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-h550dp-port-v13.json",".json","723","2026-08-02T13:24:53.425Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-h720dp-v13.json",".json","703","2026-08-02T13:24:53.525Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-hdpi-v4.json",".json","732","2026-08-02T13:24:53.517Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-hi.json",".json","12325","2026-08-02T13:24:53.415Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-hr.json",".json","12322","2026-08-02T13:24:53.563Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-hu.json",".json","12329","2026-08-02T13:24:53.416Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-hy.json",".json","11625","2026-08-02T13:24:53.449Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-in.json",".json","10620","2026-08-02T13:24:53.408Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-is.json",".json","10612","2026-08-02T13:24:53.178Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-it.json",".json","12175","2026-08-02T13:24:53.169Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-iw.json",".json","12296","2026-08-02T13:24:53.580Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-ja.json",".json","12248","2026-08-02T13:24:53.530Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-ka.json",".json","12276","2026-08-02T13:24:52.853Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-kk.json",".json","11621","2026-08-02T13:24:53.108Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-km.json",".json","12314","2026-08-02T13:24:52.904Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-kn.json",".json","12325","2026-08-02T13:24:52.872Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-ko.json",".json","12239","2026-08-02T13:24:53.567Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-ky.json",".json","11635","2026-08-02T13:24:53.512Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-land.json",".json","2293","2026-08-02T13:24:52.859Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-large-v4.json",".json","1701","2026-08-02T13:24:52.856Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-ldltr-v21.json",".json","700","2026-08-02T13:24:53.507Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-ldrtl-v17.json",".json","716","2026-08-02T13:24:53.573Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-lo.json",".json","11615","2026-08-02T13:24:53.675Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-lt.json",".json","12348","2026-08-02T13:24:53.159Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-lv.json",".json","12362","2026-08-02T13:24:53.429Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-mk.json",".json","12321","2026-08-02T13:24:53.625Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-ml.json",".json","12345","2026-08-02T13:24:53.569Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-mn.json",".json","11629","2026-08-02T13:24:53.692Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-mr.json",".json","12313","2026-08-02T13:24:53.491Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-ms.json",".json","12243","2026-08-02T13:24:53.622Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-my.json",".json","12343","2026-08-02T13:24:53.157Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-nb.json",".json","10600","2026-08-02T13:24:53.654Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-ne.json",".json","11635","2026-08-02T13:24:53.664Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-night-v8.json",".json","3182","2026-08-02T13:24:53.175Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-nl.json",".json","12205","2026-08-02T13:24:52.893Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-or.json",".json","10632","2026-08-02T13:24:53.400Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-pa.json",".json","12304","2026-08-02T13:24:53.493Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-pl.json",".json","12213","2026-08-02T13:24:52.833Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-port.json",".json","679","2026-08-02T13:24:53.420Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-pt-rBR.json",".json","10683","2026-08-02T13:24:53.593Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-pt-rPT.json",".json","12346","2026-08-02T13:24:52.897Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-pt.json",".json","5683","2026-08-02T13:24:53.524Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-ro.json",".json","12261","2026-08-02T13:24:53.446Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-ru.json",".json","12342","2026-08-02T13:24:53.153Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-si.json",".json","12317","2026-08-02T13:24:53.725Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-sk.json",".json","12332","2026-08-02T13:24:52.842Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-sl.json",".json","12339","2026-08-02T13:24:53.104Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-sq.json",".json","12325","2026-08-02T13:24:53.443Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-sr.json",".json","12327","2026-08-02T13:24:52.907Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-sv.json",".json","12273","2026-08-02T13:24:53.587Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-sw.json",".json","12324","2026-08-02T13:24:53.719Z","HISTORICAL EVIDENCE"
"plumber-app/android/app/build/intermediates/merged_res_blame_folder/debug/mergeDebugResources/out/multi-v2/values-sw600dp-v13.json",".json","2098","2026-08-02T13:24:53.552Z","HISTORICAL EVIDENCE"
