file,bytes,sha256
"2026-09-13T15-55-49-652Z/plumber-events.json","2755","db1c4b00f62f81d891dff0f2dccd4ea31777af8ceceffb7679402eededb141b7"
"2026-09-13T15-55-49-652Z/plumber-login.json","3277","b4f9436802cb1508d4f171a3272a9e1cb0adc37c2ed8a2bc9b8d69488af94c8e"
"2026-09-13T15-55-49-652Z/store-empty.json","1766","00b71eb363fb8f5549c4406dbc89f2d4bd49e98a212574476321c2cdd126fa27"
"2026-09-13T15-55-49-652Z/store-events.json","2037","3cce547e580013caf7e6bcabcc01385f600ec395bacc95c9cdbb0b60452d4407"
"2026-09-13T15-55-49-652Z/store-login.json","2551","9ab0d01da9c89f3b4e7f3a4c0f00aefe6d6960f8b62fcf10509738b669033487"
"2026-09-13T15-57-52-705Z/api-results.json","24052","2d90582ecfb565b7b504532dc6beec9f6699cc6c2f92e340b8df42014b85aba9"
"2026-09-13T16-00-43-794Z/admin-01-login.json","1323","39cca9479b8a614eaae59f82e9138f2085b02b37c180e9820962e20ec8d64b2e"
"2026-09-13T16-00-43-794Z/admin-02-invalid-email.json","1364","d6a021dcf8b26257e414779a4d1267f2d5fe2ca4feec875334c3afdf016dbb24"
"2026-09-13T16-00-43-794Z/admin-03-refreshed.json","1323","39cca9479b8a614eaae59f82e9138f2085b02b37c180e9820962e20ec8d64b2e"
"2026-09-13T16-00-43-794Z/admin-04-deep-link.json","1323","0a8d792c97dd3641add65f0d0e390d5a3e4f07c90340957f2f26eff8ff1b7a91"
"2026-09-13T16-00-43-794Z/admin-05-forward.json","1323","39cca9479b8a614eaae59f82e9138f2085b02b37c180e9820962e20ec8d64b2e"
"2026-09-13T16-00-43-794Z/admin-actions.json","1667","b63a94080c2ddda01b6f0aee9f268bdc23c8a95fa37997d043c91059c26c8580"
"2026-09-13T16-00-43-794Z/admin-events.json","2","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945"
"2026-09-13T16-00-43-794Z/admin-login-axe.json","10693","1ac2fc88853504bf501f02b8415459e0881d7d91c1140f12b7adaced7becdf27"
"2026-09-13T16-00-43-794Z/admin-login-keyboard.json","2483","531399197eb7d24541760ea776a1d6aa487cc43e2eaf7daaad581399cd962735"
"2026-09-13T16-00-43-794Z/admin-login-reduced-motion.json","47","7fa0cb22abda67733b3cf32c563d2c084831f6140f590c287e6298882e343dd2"
"2026-09-13T16-00-43-794Z/admin-login-responsive.json","904","a80fe3f95fcea1ffb036b33860f603502c917ad33a1173574ad26c2685397b00"
"2026-09-13T16-00-43-794Z/customer-01-login.json","2415","221d4d45de06680a4d51d9232ca62ebefb2d4eaf727e54ad7f08501f95b2aaba"
"2026-09-13T16-00-43-794Z/customer-02-invalid-email.json","2717","eac6640d8fc01b15710a4f686bd804be1530eda91a7d94384be260bed2725ab0"
"2026-09-13T16-00-43-794Z/customer-03-registration.json","4569","821db2fa89a71cfc4bfdf5a2a877281c098f34b80864739b1f49b303972e41e2"
"2026-09-13T16-00-43-794Z/customer-04-registration-empty.json","4670","76e2f7de2259668e4c8033e8dc0c99a0a6e43c0e48511e8f0ec9e924ee694fe3"
"2026-09-13T16-00-43-794Z/customer-05-refreshed.json","4183","e06362c55da46bae79d3c83d4009d1071333db16af76007d025d7d8ddfb255e4"
"2026-09-13T16-00-43-794Z/customer-06-deep-link.json","3213","4780d176a78081a0e76bf41d08dc650e45eaca594d56c3b59324b70676dd61b6"
"2026-09-13T16-00-43-794Z/customer-07-forward.json","3881","40ed68bcec595d9862d69ec30787ad1168e186f79e9093dc4d76a25f5be5ffb9"
"2026-09-13T16-00-43-794Z/customer-actions.json","7366","c32908029692fb2aee836455356c6fe81ab870c427528ca66ec27d312263bb0a"
"2026-09-13T16-00-43-794Z/customer-events.json","2970","b4e191e62e22c21587ee90c5b2e54359581024275dfec32b46f503a22d077c22"
"2026-09-13T16-00-43-794Z/customer-login-axe.json","1927","bd9fce0f3d2d1da1ccc6f55ea2cc35de52b5177e4a14b72f8f599252ffac1d8c"
"2026-09-13T16-00-43-794Z/customer-login-keyboard.json","2352","1fbeefcd0ca996dafcdbdf3b926781606d45f3096f6643e7d9b3f644a483defa"
"2026-09-13T16-00-43-794Z/customer-login-reduced-motion.json","47","7fa0cb22abda67733b3cf32c563d2c084831f6140f590c287e6298882e343dd2"
"2026-09-13T16-00-43-794Z/customer-login-responsive.json","904","a80fe3f95fcea1ffb036b33860f603502c917ad33a1173574ad26c2685397b00"
"2026-09-13T16-00-43-794Z/customer-registration-axe.json","2342","c92f8d798ce42168d1cb6f74959f21ae6c455144558987a86271303cd43c7634"
"2026-09-13T16-00-43-794Z/customer-registration-keyboard.json","2340","0f4a258a1050860ffb6a87f8bb80d1f12993272e5f0d783ce369f4b869945903"
"2026-09-13T16-00-43-794Z/customer-registration-reduced-motion.json","47","7fa0cb22abda67733b3cf32c563d2c084831f6140f590c287e6298882e343dd2"
"2026-09-13T16-00-43-794Z/customer-registration-responsive.json","904","a80fe3f95fcea1ffb036b33860f603502c917ad33a1173574ad26c2685397b00"
"2026-09-13T16-00-43-794Z/plumber-01-mobile-letters.json","3165","bb3c81bea7a021068f6a154eabf5fe9e217a792d9d726d3e057e85ec982feb3b"
"2026-09-13T16-00-43-794Z/plumber-02-remember-on.json","3165","e4a1338467ca41258043d46279be6e67b57b18fc3cc68cfb5d3ec2d8840c6257"
"2026-09-13T16-00-43-794Z/plumber-03-login.json","3275","69546b462e89b159ee436599b570c2f515109cf8cbfbb1bec8c8cf915896dd47"
"2026-09-13T16-00-43-794Z/plumber-04-invalid-email.json","3275","69546b462e89b159ee436599b570c2f515109cf8cbfbb1bec8c8cf915896dd47"
"2026-09-13T16-00-43-794Z/plumber-actions.json","12878","4aca543089c01459420cd9aab5931c92bf849bb1889f58f6ff87ff46620d83a9"
"2026-09-13T16-00-43-794Z/plumber-error.json","134","5e620f927e5d802a0f29bcb8eba334c8938c88a2664dd19b3fdad84222108fbd"
"2026-09-13T16-00-43-794Z/plumber-events.json","418","45e797cde77730102eae944e768ba0d57f111f5bc3c10a180b05a664eb5c863c"
"2026-09-13T16-00-43-794Z/plumber-login-axe.json","22834","398a31dfe842de8c25448f081bf8edd7f1b32900107bf21913c480f8a054434b"
"2026-09-13T16-00-43-794Z/plumber-login-keyboard.json","2170","702ebc84d09033374f79b01a30263baa5b88e5bbea2be54bbd8f2282a89e2af1"
"2026-09-13T16-00-43-794Z/plumber-login-reduced-motion.json","47","7fa0cb22abda67733b3cf32c563d2c084831f6140f590c287e6298882e343dd2"
"2026-09-13T16-00-43-794Z/plumber-login-responsive.json","904","a80fe3f95fcea1ffb036b33860f603502c917ad33a1173574ad26c2685397b00"
"2026-09-13T16-00-43-794Z/store-01-login.json","2068","e3c980ae8d29861d7cf6a0fb00217915ef43fd00cdbeed8ebead46faba35504a"
"2026-09-13T16-00-43-794Z/store-02-invalid-email.json","2689","3fac303e818fe2b215ad895bddec909e06afe07c5a5f8fc1e73e829751bb6f4a"
"2026-09-13T16-00-43-794Z/store-03-remember-on.json","2670","dc69289876edfa00fbd4fa494a5f303dd9ae47f6575f9eeed2818b9fd0268743"
"2026-09-13T16-00-43-794Z/store-04-registration.json","4662","551f4a3948b1537cdfec27a15634e509c951dda79f1a0852d2c0ee64ddc3b1a8"
"2026-09-13T16-00-43-794Z/store-05-registration-empty.json","5277","f0eebaeccf78a1daffcf5a2456932ce73904f122dc15f522488db854f2908976"
"2026-09-13T16-00-43-794Z/store-06-refreshed.json","3244","91ec9f7edd1b3be86c3e94ca75d527ddedfe48d60ff421ddbc7083239d231212"
"2026-09-13T16-00-43-794Z/store-07-deep-link.json","2319","3251fa58651a0e80b52f5ea4b9e06d96cd73b1341f35f481033f819463e671a5"
"2026-09-13T16-00-43-794Z/store-08-forward.json","2563","41aaed0119fb7eee95895944b5f2125130d763654d940b82ef609503e1df04b6"
"2026-09-13T16-00-43-794Z/store-actions.json","7734","e117268036141c9877c7e279ca26d8cac12873d07e1694900740c937427f4113"
"2026-09-13T16-00-43-794Z/store-events.json","1700","758c4b38aa45ed4b72c9d82c37be589aecea16339c51e44cfd3c0bd505abff18"
"2026-09-13T16-00-43-794Z/store-login-axe.json","643","547919806f4fc334ed01e5c33e40d96d602950d9c8344d7d90ca013572601717"
"2026-09-13T16-00-43-794Z/store-login-keyboard.json","2358","e5f68ce98ed3f520b76b9f2440fe45c3420ad7cf59844d2ed52f16c55fc3d970"
"2026-09-13T16-00-43-794Z/store-login-reduced-motion.json","47","7fa0cb22abda67733b3cf32c563d2c084831f6140f590c287e6298882e343dd2"
"2026-09-13T16-00-43-794Z/store-login-responsive.json","904","a80fe3f95fcea1ffb036b33860f603502c917ad33a1173574ad26c2685397b00"
"2026-09-13T16-00-43-794Z/store-registration-axe.json","29252","39f1a2e0669bf4dc7828cbb939c36c1aaef058d74d3fc7a7fd8bbe1ee6027d9f"
"2026-09-13T16-00-43-794Z/store-registration-keyboard.json","2289","ffbcde07e9437238828c3014aaddbba96456c71fe4ca2bcbcf9bd774e6753e28"
"2026-09-13T16-00-43-794Z/store-registration-reduced-motion.json","47","7fa0cb22abda67733b3cf32c563d2c084831f6140f590c287e6298882e343dd2"
"2026-09-13T16-00-43-794Z/store-registration-responsive.json","904","a80fe3f95fcea1ffb036b33860f603502c917ad33a1173574ad26c2685397b00"
"2026-09-13T16-02-47-798Z/plumber-01-mobile-empty.json","2240","fb729d52878236c98a137717e6b11ef2a825ccd70b42226d100001a4ff352ecb"
"2026-09-13T16-02-47-798Z/plumber-02-mobile-letters.json","2240","fb729d52878236c98a137717e6b11ef2a825ccd70b42226d100001a4ff352ecb"
"2026-09-13T16-02-47-798Z/plumber-03-mobile-short.json","2249","f58e80534f75bd75bc7e90db4eccc16d495654a2de2395793a4fefa8de77c763"
"2026-09-13T16-02-47-798Z/plumber-04-remember-on.json","2263","b32520835970adcddb912b198aa55b0f361e738fadc5319b7e4c935d93cb14f8"
"2026-09-13T16-02-47-798Z/plumber-05-login.json","2649","b1ec9b124c9dc19e952a4187cfc0079e26c541b907020d5f36d198ee0b299fab"
"2026-09-13T16-02-47-798Z/plumber-06-invalid-email.json","2832","88603caf3000790cc3fad0971af5a42d10a15f3b74e3a52083de572023c24b0f"
"2026-09-13T16-02-47-798Z/plumber-07-signup-result.json","2409","0af100a49c90d1855afb965b0bb1a009ad8f354517002cc79a41807e11630a52"
"2026-09-13T16-02-47-798Z/plumber-08-refreshed.json","2817","a5ae2be5032e9e51e21185b267be321efd57a3cc7bd22d2a160f614e609c0f80"
"2026-09-13T16-02-47-798Z/plumber-09-deep-link.json","2000","a50185189828265abd9be521e63c19c05e6aa05b0f4a8e4b29d5e75b5e1e0f96"
"2026-09-13T16-02-47-798Z/plumber-10-forward.json","2665","86c76ca42b1292b6f377e5f1e48b5d64dd44c1aad207b2969616b0d1fe87804e"
"2026-09-13T16-02-47-798Z/plumber-actions.json","9802","37c21720f7d3a5ebb4cf39059c900323928903d7d290f3367910ff654d47e712"
"2026-09-13T16-02-47-798Z/plumber-events.json","1823","3f69b59db91af8fd708b3f5e6fc2993ae7c005fd3d5e5102e7209317d95ca02f"
"2026-09-13T16-02-47-798Z/plumber-login-axe.json","5663","92ac51a9571aa407ea36d9dff1f98e3080b675bb399bda1051543166fee7441c"
"2026-09-13T16-02-47-798Z/plumber-login-keyboard.json","2298","ee74ac24f5516fe71d5ab6b96a5881580fb54d0e6321f9d9662f682bed9d9e6a"
"2026-09-13T16-02-47-798Z/plumber-login-reduced-motion.json","47","7fa0cb22abda67733b3cf32c563d2c084831f6140f590c287e6298882e343dd2"
"2026-09-13T16-02-47-798Z/plumber-login-responsive.json","904","a80fe3f95fcea1ffb036b33860f603502c917ad33a1173574ad26c2685397b00"
"2026-09-13T16-05-36-434Z/customer-actions.json","4271","cb44841c768449a4a6c3eab925a3d2d20a26d5faa81605f764a706cbfad08422"
"2026-09-13T16-05-36-434Z/customer-events.json","183","a3dff10f9360b69c1af87b8f9bb617f0dd677b31c06091e37041aec00c8f2170"
"2026-09-13T16-05-36-434Z/customer-login-back.json","926","0ad5b3cb672209798ddfb91a005b0fb9e3af3de13550c80152097ee0834a501d"
"2026-09-13T16-05-36-434Z/customer-registration-validation.json","1539","a3d1bbaef45d0e69c67952d28d532086f316c8e0e70c1dfddf6c0bfb6e4d31b5"
"2026-09-13T16-05-36-434Z/customer-returned-login.json","1125","a897bea0d4a721339299ae7335d7f57e61f6fa2009fc951306be0753b46136ae"
"2026-09-13T16-05-36-434Z/plumber-actions.json","3776","1f396ff0eb3b6e7585e3b69a77e4a20508e9a961ce9e5b39c009450eca0df6ee"
"2026-09-13T16-05-36-434Z/plumber-empty-registration.json","1158","bf7f98c99a7f362346350f6e415c7224f36e3594f2821fe197e5b55173876e4d"
"2026-09-13T16-05-36-434Z/plumber-events.json","1690","86e0f7798da893849dffc197d0c102af807c3be572c4fe889af513ee4ddf4843"
"2026-09-13T16-05-36-434Z/plumber-otp-axe.json","22244","e2e6228d05c4eef514ef2f96cbca3240a7474bdd39f878dd7b9bea1776a0b786"
"2026-09-13T16-05-36-434Z/plumber-otp-invalid.json","1360","8b6a76dc12be10e9fdae6b1f677cc3e3c17660546f3d1513db2ae9b449d5d4e2"
"2026-09-13T16-05-36-434Z/plumber-otp-resend.json","2210","7694a509b21a0163c1ee525d5ff81083fedc382c423e420f817f97906291b9d8"
"2026-09-13T16-05-36-434Z/plumber-otp-responsive.json","564","168caebf9f2109c3d41f89e2f884821e1807def7167928acdd7a33c27ca6f3ae"
"2026-09-13T16-05-36-434Z/plumber-otp.json","1163","c5b3da557dec0d384e2957fcc17bd61df2ce4c6ce7f0d75004d9a14f91ab3f4f"
"2026-09-13T16-05-36-434Z/plumber-registration-axe.json","15222","e3aa2b795c5a684aecbb3c04ab8b0b01f6b7cc022c7b6a36626debb70c85e12a"
"2026-09-13T16-05-36-434Z/plumber-registration-responsive.json","564","168caebf9f2109c3d41f89e2f884821e1807def7167928acdd7a33c27ca6f3ae"
"2026-09-13T16-05-36-434Z/plumber-registration.json","1158","bf7f98c99a7f362346350f6e415c7224f36e3594f2821fe197e5b55173876e4d"
"2026-09-13T16-05-36-434Z/store-actions.json","4281","b86e870615eeb873f54720a7371e0b1e1147ae1452a5c944524923ce76f93a56"
"2026-09-13T16-05-36-434Z/store-empty-login.json","1026","16b14d3a5d647de4ecf6b99564de2c669ac11d7ab2f35067f7d0c022449034f1"
"2026-09-13T16-05-36-434Z/store-events.json","116","d0182d7b470b7d558657b0b0a4468fbab75bcf90ab2a1a6b3175837bb6d9a1ee"
"2026-09-13T16-05-36-434Z/store-invalid-registration.json","1898","77042cf5fda85613854a7f5a28a40e2594ba4b66e67990186e959a5e50681431"
"2026-09-13T16-07-04-118Z/checks.json","37422","904af86e6ffae027710f3da316d3afb9eb2633bdee1a6fa735212bb7664f0d2f"
"2026-09-13T16-08-20-388Z/results.json","7267","0cd98469cc2e62e377d01f17191e4b0efa8873b488c27ab35f49d1a778e03c51"
"2026-09-13T16-09-59-533Z/results.json","10134","e7c21347118df6319b49d09486f0c9960fcf7a8460009c455ed299cbd30ddea4"
"admin-build-evidence.json","357","add19959bb5c98fb0164d45b535930ef5f7d3ea9848a8e5117b4cabad8a601d9"
"api-check.cjs","2810","121904f6d0620370822f3dc486d782033a86581718b69931b93609cc3933e059"
"api-public-security.cjs","2074","28bf43aa6417509d27ba9c6ad97c9fc4d6144b047a30eb7ebb4e48abf2c8ea7f"
"audit.cjs","3966","8f984e58307b0f3b599947abfc766620ad9b4d0d0ef8a3a5371b0b4c08cfd98c"
"auth-check.cjs","3810","5c566655b4ecdea0fd3e2943e8be08e6e9e75dc46e3c444efb97c3b5d7b9e182"
"blocked-tests.csv","75573","08661bf94f8006a1e8d9e70fe3009b2bf81e0f10863034629d7dd04b7b0cdbe7"
"build-report.cjs","24040","0ee7891df0e4bc9f49644e2ab5f4886e33428f1c9597b9a7118e460e0bbd13f6"
"control-coverage.cjs","5964","f5e04d96d1232585c1bdcc9ef0377f14d72558c9686df123adafd8eea28168bc"
"control-coverage.csv","12037","e3b68c98d066161d374d219dd6ee60f4979f8818b33fa0843f6cd773255f00ad"
"coverage-cases.csv","130649","a117ff2313b19cae526b793f5f39a55605bf02157113d55ab320b4e2e2f214cb"
"coverage-matrix.csv","4158","56c17dae137a0a48bb369ca17a54903856d26af899ba00bd6672b979ee0ad9b2"
"coverage-summary.json","1567","7fb30b694bec735080a5824622847e75594a05f646462f6023f2e497a8e274c1"
"defects.json","18195","4538a04e77292d2dc8503dd368765ba2dedc8614cf0e2412399a076da1cc56d5"
"defects.md","39151","609f030361c909c7ee258551a1236481efd13034f0ca5c3949309f69e9685df6"
"deployment-evidence.json","17150","d1110dc903b848765811ea9d00f59410cf3cd75de75fe77400b8c8af412a3a86"
"final-controls.cjs","4235","0c94fc232cba4f34c83c564db5ba1a58a30e937eae75ae4763cfcac6bfae55b5"
"followup-ui.cjs","7079","86a6ae7c4ef67a44b1c2d1efcf1e0511e042e324e414f55e7a95119afe05a6d5"
"network-console-summary.json","3194","ea4e0d195ab234bab77b5430eafc2d6adf9eb873fc21d6878b96efbc6d131844"
"not-tested.csv","3376","986229419aadea1213f156a3663930486652255034cd55574b1a5ed23857c320"
"public-suite.cjs","9896","2baceb221c08a86d529e3aa26cd3b677f85d554b41f8f83b8735200f0d6ba85b"
"public-ui.cjs","3707","63ae9db649241a91b761c39fb607be236056ae043832a57695fb5cac19c6cc1a"
"report-content.cjs","42248","4ccee9e14236ca94467ed76409ee9c52ec757e600fe2e56bf125a3b163e64e02"
"REPORT.md","32523","62514ef6774fefe5cc5f1accede821034f7764ad299476f6dd4b471f92aa6da4"
"role-matrix.csv","2472","d9191b54be4ae2cc97ea39cbf5ae43901b8f50940d8fb1bb12d4030bb5e2b17e"
"runtime-control-inventory.csv","51130","8c22d232ebb3b0d3ebf41de5ff6ec4381111985ccd79664412461e3aed0da7e1"
"screenshots/admin/2026-09-13T15-48-39-193Z/landing.png","38884","a30a609da21ec37e3c62c8ed2d7b118afafaad4f5be8756098182a6a3ac75401"
"screenshots/admin/2026-09-13T15-49-28-895Z/landing.png","38884","a30a609da21ec37e3c62c8ed2d7b118afafaad4f5be8756098182a6a3ac75401"
"screenshots/admin/2026-09-13T15-52-45-611Z/01-landing.png","131271","6e6005f5afd5b8ea65be6fea5efe9a79c0f4dc057cb8d22324d7f4a679b96422"
"screenshots/admin/2026-09-13T15-55-49-652Z/empty-submit.png","136115","24e3e9c8c5b3463ff8fc4bf2400219b3ccd6b12098d124f4b765a58557e25abd"
"screenshots/admin/2026-09-13T15-55-49-652Z/login-result.png","133470","d896b341cafe9e46e4bb10734a530a53947cf120bcbb1c93db3df2696edd594a"
"screenshots/admin/2026-09-13T16-00-43-794Z/01-login.png","131271","6e6005f5afd5b8ea65be6fea5efe9a79c0f4dc057cb8d22324d7f4a679b96422"
"screenshots/admin/2026-09-13T16-00-43-794Z/02-invalid-email.png","134923","84b7b4fb29056107586df4e20cb50568fbe045b2a8be8b4c2f888cfd51abf9da"
"screenshots/admin/2026-09-13T16-00-43-794Z/03-refreshed.png","131271","6e6005f5afd5b8ea65be6fea5efe9a79c0f4dc057cb8d22324d7f4a679b96422"
"screenshots/admin/2026-09-13T16-00-43-794Z/04-deep-link.png","131271","6e6005f5afd5b8ea65be6fea5efe9a79c0f4dc057cb8d22324d7f4a679b96422"
"screenshots/admin/2026-09-13T16-00-43-794Z/05-forward.png","131271","6e6005f5afd5b8ea65be6fea5efe9a79c0f4dc057cb8d22324d7f4a679b96422"
"screenshots/admin/2026-09-13T16-08-20-388Z/empty-enter.png","87350","0b8ccb7d5ba42014a95624398d076ba4b05a5bf3646084b7f7cc4f603590065e"
"screenshots/admin/2026-09-13T16-08-20-388Z/empty-space.png","86579","87b37dd8085e40cc254d0abe0437ac146ba59c97a8f5ecb1c7d82fb5b0508eb0"
"screenshots/admin/2026-09-13T16-08-20-388Z/invalid-email-native.png","88789","b64db81b2a7adf466eb673d037779e745660ddcd1a6b2eb3d7ab49d38755a05b"
"screenshots/customer/2026-09-13T15-48-39-193Z/landing.png","19981","2b03856d1446553ad4b4690d0427a64897221adcc412121d2c2bce481be8373c"
"screenshots/customer/2026-09-13T15-49-28-895Z/landing.png","19981","2b03856d1446553ad4b4690d0427a64897221adcc412121d2c2bce481be8373c"
"screenshots/customer/2026-09-13T15-52-45-611Z/01-landing.png","19981","2b03856d1446553ad4b4690d0427a64897221adcc412121d2c2bce481be8373c"
"screenshots/customer/2026-09-13T15-52-45-611Z/02-onboarding-two.png","18736","0bc458794ab62b4bda96a6b1a38cd4e1a530e8099289c9acf5da45352ee5b3ab"
"screenshots/customer/2026-09-13T15-52-45-611Z/03-onboarding-three.png","22298","2256563ea54373e67554ead98d8af5abfb5aeb48fe3f07c489b11085ebf4804d"
"screenshots/customer/2026-09-13T15-52-45-611Z/04-registration.png","28137","282ed01a56e07844dc2dbd4853ec540b0110f900432706c16420eb10236c115f"
"screenshots/customer/2026-09-13T15-55-49-652Z/empty-submit.png","29868","a36f71e658353ebfaaa0892c2d590074c57d575557e79a9103f3b56dbe566875"
"screenshots/customer/2026-09-13T15-55-49-652Z/login-result.png","29185","af748846eee0174e531725fd805860dbba87252edd48bf4688a9633b49a9708c"
"screenshots/customer/2026-09-13T16-00-43-794Z/01-login.png","28137","282ed01a56e07844dc2dbd4853ec540b0110f900432706c16420eb10236c115f"
"screenshots/customer/2026-09-13T16-00-43-794Z/02-invalid-email.png","28255","9304bb9ba05e5dfbd44d7866875b73191ce38df061893518d33b8c052f266e79"
"screenshots/customer/2026-09-13T16-00-43-794Z/03-registration.png","28897","025610ac68be51da2bb6f835b8206121a05ac2ed873dfc1a4a6b9ace57c211e5"
"screenshots/customer/2026-09-13T16-00-43-794Z/04-registration-empty.png","28897","025610ac68be51da2bb6f835b8206121a05ac2ed873dfc1a4a6b9ace57c211e5"
